"ID";"IDNr";"Punkt";"Referenzgebiet";"IUGNr";"AusserhalbIUG";"Datum";"Uhrzeit";"Begehungsdurchgang";"WannLetzterSchneefall";"X-Koordinaten";"Y-Koordinaten";"GPS";"Art";"unsicher bei Art";"Geschlecht";"Nachweisart";"Anzahl";"andere Nachweisart";"Genetik";"frisch";"Losungsfund auf Schnee";"Harnsaeurebelag";"Blinddarmlosung";"Totholz stehend";"Totholz liegend";"Wurzelteller";"Terrassen-Hangverebnung";"Ameisenhaufen";"Felsblock";"Felswand";"Anthropogene Struktur";"Schlafbaum";"Schneehoehle/Schlafplatz";"aesungsbaum";"Huderstelle";"andere:";"Beschreibung";"Gesang";"Spuren";"Paarbeobachtung";"Gelege";"Fichte";"Laerche";"Zirbe";"Foehre";"Tanne";"sonstige Nadelwald";"Buche";"Ahorn";"Birke";"Eberesche";"sonstige Laubwald";"Freiflaeche";"Nachweisort Baumschicht";"Nadelgebuesch";"Laubgebuesch";"Zwergstraeucher (> 30 cm)";"Art (Zwergstraeucher > 30cm)";"Zwergstraeucher (< 30 cm)";"Art (Zwergstraeucher < 30cm)";"Hochstauden, Farne";"Graeser und Kraeuter";"Boden";"Fels";"Moor, Feuchtflaeche";"Gewaesser fliessend";"Gewaesser stehend";"von Schnee bedeckt";"sonstiges";"sonstiges Beschreibung";"Nachweisort Boden";"Bemerkung/Notiz"
458;"AF215";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 07:36:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"70";"Alpenrose & Juniperus";"0";;"0";"30";"0";"0";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
459;"AF216";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 07:46:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"20";;"0";;"0";"30";"0";"0";"20";"0";"0";"30";"0";;"von Schnee bedeckt";
460;"AF216";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 07:46:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"20";;"0";;"0";"30";"0";"0";"20";"0";"0";"30";"0";;"von Schnee bedeckt";
461;"AF217";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 08:31:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"70";"0";"0";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
462;"AF218";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"10";"0";"0";"0";"70";"0";;"Graeser und Kraeuter";
463;"AF219";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:10:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"-";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"30";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
464;"AF219";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:10:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"30";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
465;"AF220";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:56:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Erica & Vacc.";"0";"50";"0";"40";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
466;"AF221";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 10:35:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"+";"Erica";"0";"40";"0";"0";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
467;"AF222";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 10:48:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose & Juniperus";"10";"Vacc.";"0";"40";"0";"30";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
468;"AF222";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 10:48:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose & Juniperus";"10";"Vacc.";"0";"40";"0";"30";"0";"0";"0";"20";"0";;"Fels";
469;"AF222";"C";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 10:48:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose & Juniperus";"10";"Vacc.";"0";"40";"0";"30";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
470;"AF223";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:08:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"50";"0";"20";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
471;"AF223";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:08:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"50";"0";"20";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
472;"AF224";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"Graeser und Kraeuter";
473;"AF224";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"Graeser und Kraeuter";
474;"AF224";"C";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"Graeser und Kraeuter";
475;"AF224";"D";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"Fels";
476;"AF225";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"+";"0";"+";"0";"80";"0";;"von Schnee bedeckt";
477;"AF226";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:14:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Erica";"0";"70";"0";"0";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
478;"AF227";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:28:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"+";"Erica & Vacc.";"0";"80";"0";"10";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
479;"AF228";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"+";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
480;"AF229";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:46:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Juniperus";"10";"Erica";"0";"60";"0";"20";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
481;"AF230";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"+";"Erica & Vacc.";"0";"60";"0";"10";"0";"0";"0";"30";"0";;"Zwergstraeucher < 30 cm";
482;"AF231";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:17:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose & Juniperus";"0";;"0";"90";"0";"10";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
483;"AF231";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:17:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"maennlich";"Sichtung";"-";;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose & Juniperus";"0";;"0";"90";"0";"10";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
484;"AF232";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:33:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"0";;"0";"40";"0";"+";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
485;"AF232";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:33:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"0";;"0";"40";"0";"+";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
486;"RS030";"A";"NPZ";5;0;2024-6-7 00:00:00;;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"+";"Erica";"0";"40";"0";"30";"0";"0";"0";"30";"0";;"Fels";
487;"RS031";"A";"NPZ";5;0;2024-6-7 00:00:00;;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Spur";"1-5";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
488;"RS032";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:59:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"weiblich";"Feder";"-";;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
489;"RS032";"B";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 09:59:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
490;"RS033";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 10:33:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Erica & Juniperus";"0";"40";"0";"40";"0";"0";"0";"10";"0";;"Fels";
491;"RS034";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:32:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"maennlich";"Feder";"-";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Erica & Alpenrose";"0";"40";"0";"10";"0";"10";"0";"0";"0";;"Graeser und Kraeuter";
492;"RS034";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 11:32:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Erica & Alpenrose";"0";"40";"0";"10";"0";"10";"0";"0";"0";;"Graeser und Kraeuter";
493;"RS035";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:33:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"50";"0";"0";"0";"10";"0";;"von Schnee bedeckt";
494;"RS036";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 12:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"60";"0";"10";"0";"0";"0";"30";"0";;"von Schnee bedeckt";
495;"RS037";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 13:28:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"10";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
496;"RS038";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 14:24:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Juniperus";"0";"60";"0";"0";"0";"0";"0";"+";"0";;"von Schnee bedeckt";
497;"RS039";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 15:22:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"maennlich";"Feder";"1-5";;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;0;0;0;0;"0";"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"50";"Alpenrose & Juniperus & Erica";"+";"Vacc.";"0";"+";"0";"40";"0";"10";"0";"0";"+";;"sonstiges";"Jaegersteig"
498;"RS040";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:20:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
499;"RS041";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:35:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"maennlich";"Sichtung";"1-5";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
500;"RS041";"B";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:35:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
501;"RS042";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:44:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
502;"RS042";"B";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:44:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
503;"RS043";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:58:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"+";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
504;"RS044";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 09:24:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
505;"RS045";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 09:39:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"+";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
506;"RS046";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 09:46:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
507;"RS047";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 09:53:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
508;"RS049";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 10:05:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
509;"RS048";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 10:15:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
510;"RS050";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 11:20:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"50";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
511;"RS051";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 12:38:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
512;"VW058";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"20";"40";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
